id	case_no	Year	year1	pilot	commencement	status 	enddate	duration_mths	disposition	DH_no	OP_affi 	co_extract	affi_facts	value_est	med_ord_date	time_to_med	no_pl_affis	length_pl_affi	alleg_time	family_context	pers_rel_breakdown	former_partnership	joint_venture	deregdate	end2death_m	co_reg_date	b2dy	birth2death_m	Business_nature	postcode_pl	role_notes	pl_lawyers	ACN_co	asic_status	codeath	type_co	shares_no	members_no	dirs_no	regdate_to_commencement_mths	co_status	grounds_no	mthstomed	wkstomed	mthsdur	wksdur	regtocom_yrs	ANZSIC code	medorddt	medord	role_in_co	director(curr_past)	rel_a	rel_b	rel_c	rel_d	rel_e	rel_f	rel_g	rel_h	rel_i	rel_j	re_l	rel_s461	gender_pl
133	S CI 2014 03272	2014	2013-14	0	23/06/2014	0	21/09/2015	15	0	2	0	1	0	0	25/07/2014	1	0	.	.	.	0	0	0	13/10/2019	48	25/05/2011	8	100	"Car audio products and installations, and related warranty claims"	Unknown		"Lawcorp Lawyers, Doncaster East, 3109"	151 111 072	deregistered	1	Private Company	100	2	2	37	0	2	1.063122924	4.571428571	15.11627907	65	3.090659341	94110	25/07/2014	1	0					1	1								1
134	S CI 2014 03197	2014	2013-14	0	26/06/2014	0	17/10/2014	4	0	4	1	1	1	0	.	999	2	19	12	1	1	0	1	01/05/2016	18	24/09/2008	7	91	Property development	"Southbank, 3006"		"Henderson & Ball Solicitors, Kew, 3101"	133 399 112	deregistered	1	Private Company	120	2	1	69	2	5	.	.	3.754152824	16.14285714	5.771978022	32110	.	0	1		1			1	1					1			1
135	S CI 2014 03700	2014	2013-14	0	21/07/2014	0	18/11/2014	4	0	1	1	0	0	0	15/08/2014	1	1	2	.	.	1	1	0			3/01/1996			Unknown	"Hillside, 3037"	Current director	"Draddy Legal, Glen Iris, 3146"	072 334 117	registered	0	Private Company	.	.	.	223	0	Unknown	0.830564784	3.571428571	3.986710963	17.14285714	18.60989011	.	15/08/2014	1	1	1				1	1						1		0
136	S CI 2014 03742	2014	2013-14	0	23/07/2014	0	8/10/2014	3	0	2	1	0	1	1	14/08/2014	1	2	69	24	0	1	0	1			17/02/2004			Provision of air and exhaust pollution control systems for power generators	"Red Hill, 3937"	Previous director and employee	M + K Lawyers Melbourne 3000	108 027 498	registered	0	Private Company	30	3	2	125	0	7	0.73089701	3.142857143	2.558139535	11	10.46428571	34990	14/08/2014	1	0	1	1			1	1								0
137	S CI 2014 03771	2014	2013-14	0	24/07/2014	0	1/05/2015	11	0	7	1	1	1	0	.	999	1	6	13	0	.	0	0			12/12/2011			LAND OWNDER	Binalong 2584	former director	Beck Legal Bedigo 3550	154734844	registered	0	private company	76	4	2	31	0	3	.	.	9.335548173	40.14285714	2.623626374	67110	.	0	0	1	1									1		1	0
138	S CI 2014 03829	2014	2013-14	0	28/07/2014	0	6/04/2015	8	0	5	1	0	0	0	14/08/2014	1	2	17	5	0	1	0	0			7/07/1988			Bareboat yacht charterer and hirer	"Brighton, 3186"	Current director	"SBA Law, Melbourne, 3000"	010 834 796	registered	0	Private Company	1450000	6	2	313	0	4	0.564784053	2.428571429	8.372093023	36	26.1456044	50100	14/08/2014	1	2	1													0
139	S ECI 2014 00053	2014	2013-14	0	14/08/2014	0	3/03/2016	19	0	4	0	0	0	0	31/10/2014	3	0	.	.	1	.	.	0			28/06/1978			Holden car dealership and trust	Unknown		"Brian Ward and Soliciors, Melbourne, 3000"	005456208	registered	0	Private Company	.	.	.	434	0	Unknown	2.591362126	11.14285714	18.8372093	81	36.25274725	35010	31/10/2014	1	.		1			1	1	1						1	0
140	S ECI 2014 00057	2014	2013-14	0	19/08/2014	0	26/08/2016	24	0	4	1	1	1	1	4/09/2014	1	3	15	22	0	1	0	0			13/05/2008			Restaurant x2 and owner of real property of second restaurant	"Hallam, 3803"	director and employwee	Madgwicks Lawyers Melbourne 3000	131069157	registered	0	Private Company	10000	8	.	75	0	7	0.531561462	2.285714286	24	105	6.288461538	45110	4/09/2014	1	0	1				1	1								0
141	S ECI 2014 00072	2014	2013-14	0	29/08/2014	0	8/10/2014	1	1	1	1	1	1	0	4-Sep-14	0	2	31	3	1	1	0	0	11/08/2019	58	29/04/2011	8	99	property development	Plumpton 3335	director and secretary	Ascot Solicitors Deer Park 3023	150647804	deregistered	1	private company	4	2	2	40	1	1	0.199335548	0.857142857	1.328903654	5.714285714	3.346153846	32110	4/09/2014	1	1	1	1							1		1		1	0
142	S ECI 2014 00096	2014	2014-15	0	19/09/2014	0	27/08/2015	11	0	2	1	0	1	999	17-Oct-14	1	3	14	8	0	.	0	.	28/07/2019	47	12/03/2009	10	124	providing hire equipment	Wantirna South 3152	director	Ballards Solicitors Wantirna Couth 3152	135824387	deregistered	1	Private Company	36	3	3	65	0	3	0.930232558	4	11.36212625	48.85714286	5.541208791	66390	17/10/2014	1	0	1	1			1	1					1			0
143	S ECI 2014 00121	2014	2014-15	0	30/09/2014	0	23/06/2015	9	0	0	1	1	1	0	.	999	1	10	8	0	.	0	0	21/07/2019	48	4/03/2013	6	76	restaurants	Doncaster 3108		Kyriakou & Associates Pty Ltd Balwyn 3103	162662606	deregistered	1	Private Company	100	2	1	16	0	7	.	.	8.837209302	38	1.57967033	45110	.	0	1		1											1	0
145	S CI 2014 04329	2014	2013-14	0	20/08/2014	0	25/09/2014	1	1	0	0	1	999	999	.	999	5	17	12	0	.	0	0			10/03/1936			golf club	unknown		Lyttletons Dingley Village 3172	004208075	registered	0	public unlisted limited by guarantee	.	.	12	941	0	4	.	.	1.196013289	5.142857143	78.71428571	91129	.	0	3										1	1			0
146	S CI 2014 04472	2014	2013-14	0	27/08/2014	0	4/07/2015	11	0	3	1	0	1	999	15-Sep-14	1	2	20	12	0	1	0	1			28/05/2003			student accommodation	Cheltenham 3192		M + K Lawyers Melbourne 3000	104888244	registered	0	Private Company	.	2	2	136	0	10	0.631229236	2.714285714	10.33222591	44.42857143	11.28846154	44000	15/09/2014	1	0					1	1							1	0
147	S CI 2014 04603	2014	2014-15	0	3/09/2014	0	12/12/2014	3	0	2	1	0	1	0	.	999	1	7	12	1	0	0	0	04/10/2016	21	13/06/2012	4	51	Retreat and spa business	"Buchon, 3885"	Current director and employee	"Bruce Caldwell & Associates, Seville, 3139"	158 952 204	deregistered	1	Private Company	.	.	.	27	2	5	.	.	3.322259136	14.28571429	2.230769231	85990	.	0	3	1	1			1	1								0
148	S ECI 2014 00084	2014	2014-15	0	9/09/2014	0	28/04/2015	8	0	3	1	0	1	1	.	999	.	14	80	0	0	0	0			4/12/2007			Supplying industrial bulk packaging products	"Melbourne, 3000"	director	"K&L Gates, Melbourne, 3000"	128764803	registered	0	Private Company	.	.	.	82	0	4	.	.	7.674418605	33	6.788461538	37360	.	0	0	1				1	1				1				0
149	S CI 2014 05285	2014	2014-15	1	1/10/2014	0	9/09/2015	11	0	3	1	1	1	0	24/11/2014	2	1	4	6	1	1	0	0	29/11/2015	2	2/07/2012	3	40	Servicing hospital beds	"Narre Warren, 3805"	Previous director and employee	"Malkin Lawyers, Berwick, 3806"	159 313 836	deregistered	1	Private Company	24	1	1	27	1	10	1.794019934	7.714285714	11.39534884	49	2.255494505	25190	24/11/2014	1	1	1								1		1	1		0
150	S ECI 2014 00189	2014	2014-15	1	7/10/2014	0	22/08/2018	43	1	10	0	0	0	0	13/11/2015	13	7	43	.	.	.	.	.			16/02/1999			Builder	Caroline Springs 3023	director	"SBA Law, Melbourne, 3000"	086311328	registered	0	Private Company	.	.	2	188	0	Unknown	13.35548173	57.42857143	43	202	15.69230769	30190	13/11/2015	1	.	1													0
151	S CI 2014 05460	2014	2014-15	1	9/10/2014	0	5/08/2016	22	0	11	1	0	0	0	15/06/2015	8	4	34	3	0	.	0	0			7/07/1988			Bareboat yacht charterer and hirer	"Brighton, 3186"		"SBA Law, Melbourne, 3000"	159636923			Private Company	1450000	6	3	313	0		.	.	22	95	26.34615385	50100	15/06/2015	1	0											1			0
152	S CI 2014 05708	2014	2014-15	1	24/10/2014	0	23/02/2015	4	0	2	1	1	1	0	24/11/2014	1	1	6	22	1	1	0	1	29/05/2016	15	7/01/2013	3	40	Kitchen products distributor	"Caulfield, 3162"		"Kliger Partners, Melbourne, 3000"	161 840 571	deregistered	1	Private Company	23528	7	1	34	0	5	1.029900332	4.428571429	4	17	1.799450549	37330	24/11/2014	1	0							1					1		0
153	S CI 2014 05770	2014	2014-15	1	28/10/2014	0	11/12/2015	13	0	5	1	0	1	0	18/12/2014	2	1	4	10	1	1	1	0	12/04/2016	4	3/07/2002	13	165	Steel fabrication business	"Reservoir, 3073"	Current director and employee	"Madisons Lawyers, Hawthorn East, 3123"	101 232 553	deregistered	1	Private Company	2	2	2	148	3	7	1.694352159	7.285714286	13.58803987	58.42857143	12.36263736	22210	18/12/2014	1	1	1	1						1	1				1	0
154	S ECI 2014 00532	2014	2014-15	1	18/11/2014	0	15/04/2015	5	0	1	1	0	1	0	6/03/2015	4	1	17	46	0	0	0	0			21/10/1959			Property owner	"South Yarra, 3141"	Director	"Fletcher Clarendon Pty Ltd, Sth Melbourne 3205"	004452591	registered	0	Private Company	29250	6	6	661	0	1	3.588039867	15.42857143	4.916943522	21.14285714	55.26648352	67110	6/03/2015	1	0	1		1											0
155	S CI 2014 06177	2014	2014-15	1	20/11/2014	0	13/02/2015	3	0	0	0	0	0	0	.	999	0	0	.	.	.	.	.			6/06/2011			Unknown	Unknown		"Norton Gladhill Commercial Lawyers, Melbourne, 3000"	151 324 739	registered	0	Private Company	.	.	.	41	0		.	.	2.823920266	12.14285714	3.46978022	.	.	0	3		1			1	1					1			0
156	S CI 2014 06181	2014	2014-15	1	20/11/2014	0	23/04/2015	5	0	0	1	1	1	0	23/02/2015	3	1	3	36	1	1	0	0	01/08/2017	27	13/01/1967	50	606	Investment company	"Carlton North, 3054"		"K&L Gates, Melbourne, 3000"	008 701 853	deregistered	1	Private Company	7	7	2	574	0	4	3	14	5.11627907	22	48.01648352	62400	23/02/2015	1	0		1			1	1								1
157	S ECI 2014 00594	2014	2014-15	1	26/11/2014	0	19/05/2015	6	0	1	1	0	1	0	16/02/2015	3	1	4	29	0	.	1	0			17/12/2010			"Related proceedings: SCI 2015 01529 (derivative action proceeding; SECI 2015 000307 - to be heard together with this one, trial scheduled 10 days."	"Windsor, 3181"	Director	Mills Oakley Lawyers Melbourne 3000	147913193	registered	0	Private Company	.	2	2	47	0	3	2.724252492	11.71428571	5.780730897	24.85714286	3.956043956	.	16/02/2015	1	0	1	1			1	1								0
158	S CI 2014 06367	2014	2014-15	1	2/12/2014	0	24/02/2015	3	0	0	1	1	1	0	29/01/2015	2	1	6	41	1	1	0	0			2/06/2011			Incorporated Legal Practice	"Reservoir, 3073"		"MNG Lawyers, Moonee Ponds, 3039"	151 258 776	registered	0	Private Company	100	2	2	42	0	7	1.926910299	8.285714286	2.790697674	12	3.513736264	69310	29/01/2015	1	0		1										1		0
159	S CI 2014 06478	2014	2014-15	1	5/12/2014	0	13/07/2015	7	0	1	1	0	1	0	13/03/2015	3	1	9	26	1	1	0	0			7/07/1966			Farming operations	"Bethanga, 3691"		"Charles Morgan & Associates, Myrtleford, 3737"	004 886 660	not found		Private Company	.	.	.	581	0	5	3.255813953	14	7.3089701	31.42857143	48.57967033	1490	13/03/2015	1	0														1
160	S CI 2014 06496	2014	2014-15	1	5/12/2014	0	4/09/2015	9	0	0	1	0	1	0	16/03/2015	4	1	4	11	1	1	0	0			5/11/2008			Trucking and logistics delivery busines	"Templestowe, 3106"	Current director and employee	"Aitken Solicitors, Melbourne, 3000"	134 028 096	registered	0	Private Company	50000	2	3	73	0	6	3.355481728	14.42857143	9.069767442	39	6.101648352	52999	16/03/2015	1	0	1				1	1								0
161	S CI 2014 06550	2014	2014-15	1	10/12/2014	0	17/07/2018	44	0	22	1	1	1	0	27/02/2015	3	9	54	34	0	.	0	0	13/10/2019	14	8/05/2003	16	197	Sports simulator	"Eltham, 3095"		"Nathan Kuperholz, Melbourne, 3000"	104 658 906	deregistered	1	Private Company	4290747	21	2	127	0		2.624584718	11.28571429	44	188	11.63186813	82110	27/02/2015	1	0		1	1		1	1					1	1		1
162	S CI 2014 06575	2014	2014-15	1	11/12/2014	0	12/03/2015	3	0	1	1	1	1	0	2/02/2015	1	1	4	6	1	1	1	0			20/07/2007			"Provision of accounting, tax and business advisory services"	"Caulfield South, 3162"	Current director and employee	"McMahon Fearnley Lawyers, Melbourne, 3000"	126 646 937	registered	0	Private Company	120	2	2	89	0	5	1.760797342	7.571428571	3.023255814	13	7.42032967	69320	2/02/2015	1	1	1	1							1					0
163	S CI 2014 06625	2014	2014-15	1	12/12/2014	0	17/08/2015	8	0	3	1	0	1	0	20/02/2015	2	3	12	53	1	1	0	0			11/06/2002			Provision of audiovisual services	"Windsor, 3181"	Current employee	"Rotstein Commercial Lawyers, Melbourne, 3000"	100 066 706 	registered	0	Private Company	100	3	1	150	0	5	2.325581395	10	8.239202658	35.42857143	12.5467033	55220	20/02/2015	1	1					1	1								0
164	S CI 2015 00008	2015	2014-15	1	6/01/2015	0	27/03/2015	3	0	0	1	1	1	0	8/01/2015	0	1	4	24	1	1	0	0			12/06/2012			Development and manufacturing of lighting systems	"Sydenham, 3037"		"Robertson Hyetts, Bendigo, 3550"	158 923 052	registered	0	Private Company	20	4	4	31	0		0.066445183	0.285714286	2.657807309	11.42857143	2.576923077	32320	8/01/2015	1	0	1	1			1	1								0
165	S CI 2015 00041	2015	2014-15	1	8/01/2015	0	14/10/2016	21	1	6	1	1	1	0	9/01/2015	0	2	8	18	0	1	0	0			19/10/2000			Alarm monitoring and surveillance	"Alphington, 3078"		"Sladen Legal, Melbourne, 3000"	094 807 173	external administration	1	Private Company	10	2	1	171	0		0.033222591	0.142857143	21	92	14.26923077	77120	9/01/2015	1	1					1	1			1		1	1		1
166	S CI 2015 00076	2015	2014-15	1	13/01/2015	0	11/11/2015	10	0	6	1	1	1	0	4/03/2015	2	2	7	2	0	1	0	0			17/01/2007			Investment company	"Tarneit, 3029"		"Roman Lawyers, Dandenong, 3175"	123 501 673	registered	0	Private Company	12	3	3	96	0		1.661129568	7.142857143	10.03322259	43.14285714	8.016483516	62400	4/03/2015	1	0	1				1	1								0
167	S CI 2015 00459	2015	2014-15	1	4/02/2015	0	12/05/2016	15	0	3	1	1	1	0	.	999	4	26	12	1	0	0	0			11/05/2004			Aged care facilities	"Berwick, 3806"		"Kyard Business Law, Doncaster, 3108"	109 037 005	external administration	1	Private Company	48	2	2	129	0		.	.	15.3820598	66.14285714	10.77197802	86011	.	0	1	1	1							1					0
168	S CI 2015 00646	2015	2014-15	1	13/02/2015	0	2/09/2016	19	1	2	0	0	1	0	.	999	3	17	2	0	.	.	.			3/10/2013			hospitality (café/eatery)	South Yarra 3141	director	Pryles & Co Melbourne 3000	166123315	registered	0	Private Company	.	.	.	16	0	6	.	.	18.8372093	81	1.368131868	45110	.	0	0	1	1			1	1							1	0
169	S CI 2015 00791	2015	2014-15	1	23/02/2015	0	13/07/2015	5	0	0	1	0	1	0	.	999	1	9	9	0	1	1	1			12/05/2013			Legal services	Unknown		"Gigliotti Lawyers, Moorabbin, 3189"	163 725 007	registered	0	Private Company	100	2	.	21	0		.	.	4.651162791	20	1.791208791	69310	.	0	4					1	1			1					0
170	S CI 2015 00802	2015	2014-15	1	23/02/2015	0	17/07/2015	5	0	0	1	1	1	0	7/04/2015	2	1	5	11	0	1	0	0	20/11/2016	16	24/06/2013	3	40	Motor/automotive repair business	"Cranbourne North, 3977"		Madgwicks Lawyers Melbourne 3000	164 439 329	deregistered	1	Private Company	100	2	2	20	0		1.428571429	6.142857143	4.784053156	20.57142857	1.673076923	94199	7/04/2015	1	1	1								1					0
171	S CI 2015 00942	2015	2014-15	1	3/03/2015	0	1/10/2015	7	0	0	1	0	1	0	.	999	1	7	15	1	1	0	0			5/10/2006			Pet food processor and supplier	"Hamilton, 3300"		"Kerr & Co Lawyers, Geelong, 3220"	122 068 197	registered	0	Private Company	.	2	.	101	0		.	.	7.043189369	30.28571429	8.436813187	42794	.	0	1		1			1	1	1	1						0
172	S CI 2015 01197	2015	2014-15	1	18/03/2015	0	25/07/2015	4	0	0	1	0	1	0	14/04/2015	1	1	12	63	0	1	0	0	14/10/2018	38	20/05/2005	13	160	Metal fabrication	"Burnside, 3023"		Findlay Arthur Phillips Lawyers South Yarra 3141	114 379 618	deregistered	1	Private Company	.	4	3	118	3		0.897009967	3.857142857	4.285714286	18.42857143	9.85989011	22210	14/04/2015	1	0	1	1												0
173	S CI 2015 01258	2015	2014-15	1	20/03/2015	0	10/12/2015	9	0	0	1	1	1	0	7/04/2015	1	1	3	75	1	1	0	0			19/07/2005			Health care services	"Thornbury, 3071"		"Zervos Lawyers, South Yarra, 3141"	115 351 150	registered	0	Private Company	141892000	9	2	116	0		0.598006645	2.571428571	8.803986711	37.85714286	9.700549451	85100	7/04/2015	1	0	1	1			1	1								1
174	S CI 2015 01279	2015	2014-15	1	23/03/2015	0	29/06/2015	3	0	0	1	1	1	0	4/05/2015	0	1	5	46	0	1	1	0			19/03/1997			"Accounting, tax, and business services"	"Moonee Ponds, 3039"		Mills Oakley Lawyers Melbourne 3000	077 929 152	registered	0	Private Company	1200	4	1	216	0		1.395348837	6	3.255813953	14	18.07142857	69320	4/05/2015	1	0		1			1	1					1			1
175	S CI 2015 01301	2015	2014-15	1	24/03/2015	0	23/03/2016	12	0	0	1	1	1	0	13/05/2015	2	1	4	46	0	1	0	0			22/07/2011			App development	"Frankston South, 3199"		"McKay Law, Melbourne, 3000"	152 255 788	registered	0	Private Company	2	2	2	44	0		1.661129568	7.142857143	12	52	3.684065934	70000	13/05/2015	1	1	1	1			1	1								0
176	S CI 2015 01367	2015	2014-15	1	27/03/2015	0	7/09/2015	5	0	5	1	1	1	0	15/05/2015	2	1	3	15	1	1	0	0	02/08/2017	22	25/06/2013	4	49	Café and catering business	"Templestowe, 3106"		"A. Agronis & Associates, North Fitzroy, 3068"	164 471 069	deregistered	1	Private Company	20	2	2	21	0		1.627906977	7	5.448504983	23.42857143	1.758241758	45110	15/05/2015	1	1	1	1			1	1								1
177	S CI 2015 01399	2015	2014-15	1	30/03/2015	0	3/04/2017	24	0	0	1	0	1	0	15/05/2015	2	1	5	3	0	0	0	0			28/07/1920			"Non profit, objective to promote Georgist movement in Australia"	"Mount Waverly, 3149"		"Varrasso Legal, Melbourne, 3000"	004 084 977	external administration	1	public unlisted limited by guarantee	.	.	.	1136	0		1.528239203	6.571428571	24	105	94.99450549	87900	15/05/2015	1	.	1										1	1		0
178	S CI 2015 01406	2015	2014-15	1	30/03/2015	0	21/09/2015	6	0	0	1	1	1	0	13/04/2015	0	1	3	16	0	1	0	0			26/04/2007			Property investment	"Yallambie, 3085"		"Evolve Lawyers, Melbourne, 3000"	125 084 826	registered	0	Private Company	100	2	2	95	0		0.465116279	2	5.813953488	25	7.953296703	67120	13/04/2015	1	0	1				1	1								0
179	S CI 2015 01462	2015	2014-15	1	1/04/2015	0	16/12/2016	21	0	2	1	1	1	0	15/06/2015	3	2	6	1	0	1	0	0			10/10/2000			manufacturer and supplier of antipasto food products	"Essendon, 3040"		"Maddocks Lawyers, Melbourne, 3000"	094707365			Private Company	870000	11	3	174	0		2.491694352	10.71428571	21	89	14.52197802	36010	15/06/2015	1	0	1				1	1								0
180	S CI 2015 01745	2015	2014-15	1	17/04/2015	0	20/09/2018	42	0	14	1	0	1	0	15/05/2015	1	3	14	1	1	0	0	0			28/02/2006			"retail, mens and ladies corporate clothing under brand of 'Rhobes & Beckett)"	"Albert Park, 3206"		"Patron Legal, Melbourne, 3000"	118 576 364	external administration	1	Private Company	25000	.	.	110	0		0.930232558	4	42	179	9.162087912	42510	15/05/2015	1	0	1	1			1	1								0
181	S CI 2015 01883	2015	2014-15	1	22/04/2015	0	5/10/2015	5	0	4	1	0	1	0	.	999	2	34	46	1	1	0	0	19/03/2017	17	10/03/1971	46	552	Unknown	"Brunswick East, 3057"		"Joy Popovska and Associates, Melbourne, 3000"	004 870 777	deregistered	1	Private Company	.	.	.	529	2		.	.	5.514950166	23.71428571	44.26923077	.	.	0	0					1	1						1		1
182	S CI 2015 02254	2015	2014-15	1	7/05/2016	0	7/09/2015	16	0	8	1	0	1	1	16/06/2015	1	5	34	18	0	0	0	0			11/09/2013			"Finance and mortgage services for credit impaired borrowers, seeks opportunities for real estate investment"	"Altona North, 3025"		"Equity Legal Australia, Melbourne, 3000"	115 759 240	not found		Private Company	100	3	2	20	0		1.328903654	5.714285714	16	70	1.656593407	64110	16/06/2015	1	0	1													0
183	S CI 2015 02742	2015	2014-15	1	28/05/2015	0	1/08/2017	26	0	10	1	0	1	1	24/07/2015	2	2	21	7	0	1	0	0			24/08/1989			provision of labour services	"Beaumaris, 3193"		"Spence Law Partners, Melbourne, 3000"	007295258			Private Company	210	3	1	309	0		1.893687708	8.142857143	26	114	25.84615385	72120	24/07/2015	1	0		1		1	1				1					0
184	S CI 2015 02891	2015	2014-15	1	5/06/2015	0	5/05/2016	11	0	3	1	0	1	0	24/07/2015	2	3	32	168	1	1	0	1			7/03/2001			Property Investment	"Toshima-ku, Tokyo, Japan"		"IMPEX Lawyers and Advisers, Melbourne, 3000"	096136622			Private Company	100	2	2	171	0		1.627906977	7	11	48	14.29395604	67120	24/07/2015	1	2	1				1	1		1						0
185	S ECI 2015 00207	2015	2014-15	1	5/06/2015	0	14/10/2016	17	0	8	1	1	1	1	24/07/2015	2	2	6	34	1	.	0	0			4/04/1975			Trustee of staff superannuation fund and a family trust	Aspendale 3195		"Goodman Group Lawyers,  Melbourne 3000"	005094771	external administration	1	Private Company	3	3	2	482	2	1	1.627906977	7	17	71	40.30769231	64190	24/07/2015	1	0		1			1	1							1	1
186	S CI 2015 03375	2015	2014-15	1	30/06/2015	0	16/10/2015	4	0	0	1	0	1	0	.	999	1	19	3	1	1	1	0			21/08/2012			Import and wholesaling of baby products	"Brighton, 3186"		"Howard Bear Legal Consulting Serivce, Camberwell North, 3124"	160 009 183	registered	0	Private Company	20	2	2	34	0		.	.	3.588039867	15.42857143	2.865384615	37120	.	0	3	1				1	1								0
187	S CI 2015 03850	2015	2014-15	1	27/07/2015	0	20/11/2015	4	0	1	1	0	1	0	25/09/2015	2	1	3	120	1	1	0	0			21/06/1979			Home loan and financing	"Mentone, 3194"		"Muir Legal, South Yarra, 3141"	005 563 100	registered	0	Private Company	.	2	1	433	0		1.993355482	8.571428571	3.853820598	16.57142857	36.22252747	64110	25/09/2015	1	1	1	1			1	1					1			0
188	S CI 2015 04026	2015	2014-15	1	4/08/2015	0	26/04/2016	9	0	1	1	0	1	1	5/08/2015	0	1	11	6	1	0	0	0			4/12/2012			Operation of petrol stations	Unknown		"Hayden Legro Lawyers, Melton, 3337"	161 509 253	registered	0	Private Company	100	3	2	32	0		0.033222591	0.142857143	8.837209302	38	2.673076923	40000	5/08/2015	1	0	1	1		1	1	1					1			0
189	S CI 2015 04067	2015	2014-15	1	6/08/2015	0	13/08/2015	0	0	0	1	0	0	0	.	999	1	2	.	.	.	.	.			19/03/2009			Unknown	Unknown		"PCL Lawyers, Melbourne, 3000"	135 956 240	registered	0	Private Company	.	.	.	77	0		.	.	0.23255814	1	6.403846154	.	.	0	3	1				1	1							1	0
190	S CI 2015 04083	2015	2014-15	1	6/08/2015	0	21/09/2017	26	0	15	1	0	1	0	24/09/2015	2	4	10	11	0	1	0	1			23/10/2012			Installing solar panels and issuing renewablr energy certificates	"Heidelberg, 3084"		"Muir Legal, South Yarra, 3141"	160 910 789	registered	0	Private Company	.	2	2	34	0		1.627906977	7	26	111	2.793956044	32320	24/09/2015	1	1	1	1			1	1								0
191	S CI 2015 04315	2015	2014-15	1	18/08/2015	0	23/11/2015	3	0	7	0	0	0	0	3/09/2015	0	0	0	0	0	0	0	0			21/08/1995			Asset maintenance and workforce management software	Unknown		"Brian Ward and Soliciors, Melbourne, 3000"	070 801 759	registered	0	Private Company	.	3	2	240	0		0.531561462	2.285714286	3.222591362	13.85714286	20.06043956	70000	3/09/2015	1	0	1	1			1	1						1		0
192	S CI 2015 04326	2015	2014-15	1	18/08/2015	0	20/02/2017	18	0	11	1	0	1	1	11/09/2015	0	11	126	36	0	1	0	0			23/03/1985			"executive search, human resourses and management advisory business"	"Camberwell, 3124"		"KKR Lawyers Pty Ltd, Richmond, 3121"	006393586			Private Company	.	3	3	175	0		0.797342193	3.428571429	18	79	30.50824176	72110	11/09/2015	1	0	1										1			0
193	S CI 2015 04464	2015	2014-15	1	20/08/2015	0	29/01/2016	5	0	1	1	0	1	0	.	999	1	26	156	0	0	0	0			13/10/1999			Property development	"Bowral, NSW, 2576"		"Maddens Lawyers, Warrnambool, 3280"	089 945 077	registered	0	Private Company	10600000	7	.	190	0		.	.	5.382059801	23.14285714	15.90659341	32110	.	0	0	1	1			1	1		1						0
194	S CI 2015 04415	2015	2014-15	1	21/08/2015	0	30/09/2015	1	0	4	1	0	1	0	31/08/2015	0	3	19	10	1	1	0	0	16/06/2018	32	10/09/2014	3	45	Marketing agent for registered training organisations	Unknown		Madgwicks Lawyers Melbourne 3000	601 747 120	deregistered	1	Private Company	100	3	3	11	0		0.332225914	1.428571429	1.328903654	5.714285714	0.947802198	69400	31/08/2015	1	1	1	1			1	1							1	0
195	S CI 2015 04462	2015	2014-15	1	25/08/2015	0	30/10/2015	2	0	0	1	1	1	0	.	999	1	13	12	0	1	1	0			11/05/2010			Diesel manufacturing	"Richmond, 3121"		"LGS Legal, South Melbourne, 3205"	143 590 309	registered	0	Private Company	100	4	2	63	0		.	.	2.19269103	9.428571429	5.307692308	17010	.	0	0	1	1			1	1								0
196	SECI 2015 00174	2015	2014-15	1	25/05/2015	0	24/07/2015	2	0	0	1	0	1	0	.	999	1	8	3	1	1	1	1	11/06/2017	22	20/01/2009	8	100	television and film production and detection services	Edithvale 3196	director	Dawes & Vary Riordan Pty Ltd Shepparton 3630	135010329	deregistered	1	Private Company	.	2	2	76	1	5	.	.	1.993355482	8.571428571	6.362637363	55110	.	0	1	1	1			1	1							1	1
197	SECI 2015 00258	2015	2014-15	1	6/07/2015	0	6/06/2016	11	0	1	1	1	1	0	31-Jul-15	1	5	56	84	1	1	0	0	18/02/2019	32	6/11/2002	16	195	livestock grazing & propert ownership	Leongatha 3953	director	Oakleys Legal Leongatha 3953	102743288	deregistered	1	Private Company	2	2	2	152	0	3	0.830564784	3.571428571	11.1627907	48	12.70604396	1990	31/07/2015	1	1	1	1									1		1	0
198	S ECI 2015 00309	2015	2014-15	1	26/08/2015	0	21/09/2018	37	1	8	1	0	1	0	.	999	15	157	72	0	1	1	0			14/08/1997			Wine in a can development and commercialisation	"Tullamarine, 3043"	"Director, Managing Director"	Foster Nicholson Jones Melbourne 3000	079 714 579	external administration	1	private company	.	.	4	216	0	8	.	.	37	160	18.09340659	36061	.	1	0	1	1			1	1				1				0
199	S ECI 2014 00088	2014	2014-15	1	17/09/2014	0	24/07/2015	10	0	10	1	0	0	0	3/10/2014	1	20	186	24	0	1	0	0			16/02/1999			Property development	Caroline Springs 3023		"Frenkel Partners, Melbourne, 3000"	Group			private company	.	.	2	189	0	.	1	4	10	44	15.8	32110	3/10/2014	1	.														0
200	S CI 2014 06378	2014	2014-15	1	2/12/2014	0	19/04/2017	29	0	0	1	1	1	0	29/01/2015	2	1	8	8	1	1	0	0			29/06/1960			Family property 	Narbethong 3778		"GA Black & Co, Healesville 3777"	004 480764	registered	0	private company	16280	6	2	660	0		3	14	29	124	55		29/01/2015	1	0	1													0
